symbol,stock_name,signal_date,strategy_name,signal_level,market_cap_formatted,pe,pb,revenue_growth_yoy,profit_growth_yoy,peg_like_ratio,net_profit_positive_3y_latest,growth_positive,pe_lt_30,peg_like_lt_1,tech_notes,error_reason
833580,科创新材,2025-06-06,AdaptedMAPullbackStrategy,Daily,11.81亿,124.26,3.56,-0.08,-0.49,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.48890606529053376).; PEG近似值计算失败：利润增长率无效或非正 (-0.48890606529053376).
833781,瑞奇智造,2025-06-06,AdaptedMAPullbackStrategy,Daily,19.31亿,84.04,4.73,-0.01,-1.44,,否,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-1.439597657244716).; PEG近似值计算失败：利润增长率无效或非正 (-1.439597657244716).
833873,中设咨询,2025-06-06,AdaptedMAPullbackStrategy,Daily,10.52亿,,3.46,-0.20,0.18,,否,否,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-105000000.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-105000000.0).
834261,一诺威,2025-06-06,AdaptedMAPullbackStrategy,Daily,48.88亿,27.62,3.07,0.09,0.28,0.99,是,是,是,是,,
836077,吉林碳谷,2025-06-06,AdaptedMAPullbackStrategy,Daily,84.86亿,90.40,3.43,0.20,0.17,5.22,是,是,否,否,,
836419,万德股份,2025-06-06,AdaptedMAPullbackStrategy,Daily,14.00亿,45.72,2.72,-0.30,-0.48,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.4788564217066304).; PEG近似值计算失败：利润增长率无效或非正 (-0.4788564217066304).
837006,晟楠科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,30.88亿,,9.59,0.29,2.11,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-9797600.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-9797600.0).
837242,建邦科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,22.97亿,21.47,3.68,0.22,0.50,0.43,是,是,是,是,,
839792,东和新材,2025-06-06,AdaptedMAPullbackStrategy,Daily,21.57亿,41.39,2.15,-0.12,0.15,2.84,是,否,否,否,,
839946,华阳变速,2025-06-06,AdaptedMAPullbackStrategy,Daily,12.82亿,,5.67,0.09,1.61,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-16306700.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-16306700.0).
870656,海昇药业,2025-06-06,AdaptedMAPullbackStrategy,Daily,19.44亿,38.31,2.92,0.00,-0.21,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.20906000238578074).; PEG近似值计算失败：利润增长率无效或非正 (-0.20906000238578074).
871642,通易航天,2025-06-06,AdaptedMAPullbackStrategy,Daily,19.39亿,,7.82,0.14,0.80,,否,是,不适用,不适用,,PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-1584800.0).; PEG近似值计算失败：PE 是 NaN.; PE计算失败：年度净利润无效或非正 (-1584800.0).
871694,中裕科技,2025-06-06,AdaptedMAPullbackStrategy,Daily,25.90亿,24.67,3.03,0.48,1.20,0.21,是,是,是,是,,
872931,无锡鼎邦,2025-06-06,AdaptedMAPullbackStrategy,Daily,16.39亿,41.85,4.10,-0.19,-0.20,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.20004047646582634).; PEG近似值计算失败：利润增长率无效或非正 (-0.20004047646582634).
873576,天力复合,2025-06-06,AdaptedMAPullbackStrategy,Daily,39.51亿,65.07,8.64,-0.23,-0.47,,是,否,否,不适用,,PEG近似值计算失败：利润增长率无效或非正 (-0.4707548545595279).; PEG近似值计算失败：利润增长率无效或非正 (-0.4707548545595279).
